,model,feats,body_part,interp,emotion,shuffle,fold,epoch,p,p_std,r,r_std,f,f_std,acc,acc_std
432,CNN,deltas,full,False,sadness,False,0,78,0.0,,0.0,,0.0,,[0.73333333],
433,CNN,deltas,full,False,sadness,False,1,78,0.2855787476280835,,0.14776632302405499,,0.19475897767712716,,[0.48382414],
434,CNN,deltas,full,False,sadness,False,2,78,0.0,,0.0,,0.0,,[0.93928848],
435,CNN,deltas,full,False,sadness,False,3,78,0.412109375,,0.26947637292464877,,0.32586872586872584,,[0.76744806],
436,CNN,deltas,full,False,sadness,False,4,78,0.6666666666666666,,0.007978723404255319,,0.01576872536136662,,[0.44573261],
437,CNN,deltas,full,False,sadness,False,5,78,0.4557130203720106,,0.44125214408233276,,0.4483660130718954,,[0.56688334],
438,CNN,deltas,full,False,sadness,False,6,78,0.0,,0.0,,0.0,,[0.87464183],
439,CNN,deltas,full,False,sadness,False,7,78,0.04753521126760563,,0.17685589519650655,,0.07493061979648473,,[0.50149551],
440,CNN,deltas,full,False,sadness,False,average,78,0.23345037761679582,0.24232600079118619,0.13041618232897478,0.15183481123771222,0.13246163272194997,0.1622683521588633,0.6640809125734354,0.1773434643137255
441,CNN,deltas,full-hh,False,sadness,False,0,78,0.0,,0.0,,0.0,,[0.72647975],
442,CNN,deltas,full-hh,False,sadness,False,1,78,0.47619047619047616,,0.004909180166912126,,0.009718172983479106,,[0.5773538],
443,CNN,deltas,full-hh,False,sadness,False,2,78,0.0,,0.0,,0.0,,[0.91531323],
444,CNN,deltas,full-hh,False,sadness,False,3,78,0.22495606326889278,,0.16347381864623245,,0.1893491124260355,,[0.70804475],
445,CNN,deltas,full-hh,False,sadness,False,4,78,0.8888888888888888,,0.024822695035460994,,0.04829667960327728,,[0.45559941],
446,CNN,deltas,full-hh,False,sadness,False,5,78,0.4485294117647059,,0.28773584905660377,,0.3505747126436782,,[0.57475197],
447,CNN,deltas,full-hh,False,sadness,False,6,78,0.0,,0.0,,0.0,,[0.62106017],
448,CNN,deltas,full-hh,False,sadness,False,7,78,0.05013292821876187,,0.28820960698689957,,0.08540925266903915,,[0.29536391],
449,CNN,deltas,full-hh,False,sadness,False,average,78,0.2610872210414657,0.30121539315467705,0.09614389373651361,0.1221021424826565,0.08541849129068865,0.1173173681062546,0.609245872318865,0.17380228006967743
450,CNN,deltas,head,False,anger,False,0,16,0.0,,0.0,,0.0,,[0.71028037],
451,CNN,deltas,head,False,anger,False,1,16,0.0,,0.0,,0.0,,[0.69307341],
452,CNN,deltas,head,False,anger,False,2,16,0.0,,0.0,,0.0,,[0.52358855],
453,CNN,deltas,head,False,anger,False,3,16,0.5112107623318386,,0.36597110754414125,,0.4265668849391955,,[0.83670751],
454,CNN,deltas,head,False,anger,False,4,16,0.0,,0.0,,0.0,,[0.68376912],
455,CNN,deltas,head,False,anger,False,5,16,0.022727272727272728,,0.0012437810945273632,,0.0023584905660377358,,[0.85528567],
456,CNN,deltas,head,False,anger,False,6,16,0.0,,0.0,,0.0,,[0.82664756],
457,CNN,deltas,head,False,anger,False,7,16,0.0,,0.0,,0.0,,[0.29710867],
458,CNN,deltas,head,False,anger,False,average,16,0.06674225438238891,0.1681579407466279,0.04590186107983358,0.12097548912060543,0.053615671938154155,0.14096442263273415,0.6783076092341378,0.17640055022893567
459,CNN,deltas,full-head,False,anger,False,0,16,0.4168466522678186,,0.2075268817204301,,0.2770997846374731,,[0.68629283],
460,CNN,deltas,full-head,False,anger,False,1,16,0.79182156133829,,0.14391891891891892,,0.24356775300171526,,[0.72563252],
461,CNN,deltas,full-head,False,anger,False,2,16,0.273972602739726,,0.016233766233766232,,0.03065134099616858,,[0.51082753],
462,CNN,deltas,full-head,False,anger,False,3,16,0.12645348837209303,,0.13964686998394862,,0.13272311212814647,,[0.69712307],
463,CNN,deltas,full-head,False,anger,False,4,16,0.808695652173913,,0.14508580343213728,,0.24603174603174605,,[0.71879625],
464,CNN,deltas,full-head,False,anger,False,5,16,0.2696629213483146,,0.05970149253731343,,0.09775967413441955,,[0.84844338],
465,CNN,deltas,full-head,False,anger,False,6,16,0.05113636363636364,,0.0371900826446281,,0.0430622009569378,,[0.71346705],
466,CNN,deltas,full-head,False,anger,False,7,16,0.0,,0.0,,0.0,,[0.29361914],
467,CNN,deltas,full-head,False,anger,False,average,16,0.34232365523456487,0.29232511555979246,0.09366297693389283,0.07014278308630241,0.13386195148582586,0.10201422743610748,0.6492752220128754,0.15959749582485375
468,CNN,deltas,hands,False,anger,False,0,16,0.0,,0.0,,0.0,,[0.71028037],
469,CNN,deltas,hands,False,anger,False,1,16,0.0,,0.0,,0.0,,[0.69307341],
470,CNN,deltas,hands,False,anger,False,2,16,0.0,,0.0,,0.0,,[0.52358855],
471,CNN,deltas,hands,False,anger,False,3,16,0.0,,0.0,,0.0,,[0.83404369],
472,CNN,deltas,hands,False,anger,False,4,16,0.0,,0.0,,0.0,,[0.68376912],
473,CNN,deltas,hands,False,anger,False,5,16,0.0,,0.0,,0.0,,[0.86247007],
474,CNN,deltas,hands,False,anger,False,6,16,0.0,,0.0,,0.0,,[0.82664756],
475,CNN,deltas,hands,False,anger,False,7,16,0.0,,0.0,,0.0,,[0.29710867],
476,CNN,deltas,hands,False,anger,False,average,16,0.0,0.0,0.0,0.0,0.0,0.0,0.6788726810261878,0.17702134507884765
477,CNN,deltas,full,False,anger,False,0,16,0.3803786574870912,,0.23763440860215054,,0.2925215089344804,,[0.66697819],
478,CNN,deltas,full,False,anger,False,1,16,0.31475409836065577,,0.1945945945945946,,0.2405010438413361,,[0.62277063],
479,CNN,deltas,full,False,anger,False,2,16,0.6443768996960486,,0.17207792207792208,,0.2716207559256887,,[0.56032483],
480,CNN,deltas,full,False,anger,False,3,16,0.23854660347551343,,0.48475120385232745,,0.31974589730015884,,[0.65769845],
481,CNN,deltas,full,False,anger,False,4,16,0.3431952662721893,,0.40717628705148207,,0.37245808062789865,,[0.56610755],
482,CNN,deltas,full,False,anger,False,5,16,0.22191011235955055,,0.09825870646766169,,0.1362068965517241,,[0.82860075],
483,CNN,deltas,full,False,anger,False,6,16,0.17391304347826086,,0.24793388429752067,,0.20442930153321975,,[0.66547278],
484,CNN,deltas,full,False,anger,False,7,16,0.0,,0.0,,0.0,,[0.27367896],
485,CNN,deltas,full,False,anger,False,average,16,0.2896343351411637,0.17394416744595584,0.2303033758679574,0.14642961744778135,0.2296854355893133,0.10980115232308213,0.6052040189922034,0.14742382064612214
486,CNN,deltas,full-hh,False,anger,False,0,16,0.22333333333333333,,0.2161290322580645,,0.21967213114754097,,[0.55514019],
487,CNN,deltas,full-hh,False,anger,False,1,16,0.621301775147929,,0.07094594594594594,,0.12734990903577925,,[0.70157611],
488,CNN,deltas,full-hh,False,anger,False,2,16,0.047619047619047616,,0.0016233766233766235,,0.0031397174254317113,,[0.50889404],
489,CNN,deltas,full-hh,False,anger,False,3,16,0.08413461538461539,,0.056179775280898875,,0.06737247353224254,,[0.74187533],
490,CNN,deltas,full-hh,False,anger,False,4,16,0.9669421487603306,,0.09126365054602184,,0.1667854597291518,,[0.71164282],
491,CNN,deltas,full-hh,False,anger,False,5,16,0.07792207792207792,,0.014925373134328358,,0.025052192066805843,,[0.84023264],
492,CNN,deltas,full-hh,False,anger,False,6,16,0.01639344262295082,,0.008264462809917356,,0.01098901098901099,,[0.74212034],
493,CNN,deltas,full-hh,False,anger,False,7,16,0.0,,0.0,,0.0,,[0.29411765],
494,CNN,deltas,full-hh,False,anger,False,average,16,0.25470580509878554,0.32930935642105874,0.057416452074819185,0.0681458166380079,0.07754511174074538,0.07864680379515092,0.6369498905940937,0.16346815614020185
495,CNN,deltas,full,False,surprise,False,0,78,0.625,,0.016366612111292964,,0.031897926634768745,,[0.81090343],
496,CNN,deltas,full,False,surprise,False,1,78,0.13333333333333333,,0.003194888178913738,,0.006240249609984399,,[0.73579428],
497,CNN,deltas,full,False,surprise,False,2,78,0.4318181818181818,,0.2126865671641791,,0.285,,[0.88940449],
498,CNN,deltas,full,False,surprise,False,3,78,0.4375,,0.0038953811908736783,,0.007722007722007722,,[0.52077784],
499,CNN,deltas,full,False,surprise,False,4,78,0.0,,0.0,,0.0,,[0.98223976],
500,CNN,deltas,full,False,surprise,False,5,78,0.19852941176470587,,0.2973568281938326,,0.2380952380952381,,[0.85220664],
501,CNN,deltas,full,False,surprise,False,6,78,0.058823529411764705,,0.0030120481927710845,,0.0057306590257879654,,[0.75143266],
502,CNN,deltas,full,False,surprise,False,7,78,0.0,,0.0,,0.0,,[0.96460618],
503,CNN,deltas,full,False,surprise,False,average,78,0.23562555704099822,0.2193726509354543,0.06706404062898288,0.11066746049150325,0.07183576013597336,0.11055553990192209,0.8134206590146218,0.1388116397427606
504,CNN,deltas,full-hh,False,surprise,False,0,78,0.0,,0.0,,0.0,,[0.80965732],
505,CNN,deltas,full-hh,False,surprise,False,1,78,0.0,,0.0,,0.0,,[0.7403567],
506,CNN,deltas,full-hh,False,surprise,False,2,78,0.0,,0.0,,0.0,,[0.89636504],
507,CNN,deltas,full-hh,False,surprise,False,3,78,0.0,,0.0,,0.0,,[0.5213106],
508,CNN,deltas,full-hh,False,surprise,False,4,78,0.0,,0.0,,0.0,,[1.],
509,CNN,deltas,full-hh,False,surprise,False,5,78,0.0,,0.0,,0.0,,[0.92234006],
510,CNN,deltas,full-hh,False,surprise,False,6,78,0.0,,0.0,,0.0,,[0.76217765],
511,CNN,deltas,full-hh,False,surprise,False,7,78,0.0,,0.0,,0.0,,[0.96759721],
512,CNN,deltas,full-hh,False,surprise,False,average,78,0.0,0.0,0.0,0.0,0.0,0.0,0.8274755730355159,0.14536668177921225
513,CNN,deltas,head,False,surprise,False,0,78,0.0,,0.0,,0.0,,[0.80965732],
514,CNN,deltas,head,False,surprise,False,1,78,0.0,,0.0,,0.0,,[0.7403567],
515,CNN,deltas,head,False,surprise,False,2,78,0.0,,0.0,,0.0,,[0.89636504],
516,CNN,deltas,head,False,surprise,False,3,78,0.0,,0.0,,0.0,,[0.5213106],
517,CNN,deltas,head,False,surprise,False,4,78,0.0,,0.0,,0.0,,[1.],
518,CNN,deltas,head,False,surprise,False,5,78,0.0,,0.0,,0.0,,[0.92234006],
519,CNN,deltas,head,False,surprise,False,6,78,0.0,,0.0,,0.0,,[0.76217765],
520,CNN,deltas,head,False,surprise,False,7,78,0.0,,0.0,,0.0,,[0.96759721],
521,CNN,deltas,head,False,surprise,False,average,78,0.0,0.0,0.0,0.0,0.0,0.0,0.8274755730355159,0.14536668177921225
522,CNN,deltas,full-head,False,surprise,False,0,78,0.0,,0.0,,0.0,,[0.80965732],
523,CNN,deltas,full-head,False,surprise,False,1,78,0.0,,0.0,,0.0,,[0.7403567],
524,CNN,deltas,full-head,False,surprise,False,2,78,0.0,,0.0,,0.0,,[0.89597834],
525,CNN,deltas,full-head,False,surprise,False,3,78,1.0,,0.001669449081803005,,0.0033333333333333335,,[0.52210975],
526,CNN,deltas,full-head,False,surprise,False,4,78,0.0,,0.0,,0.0,,[0.99407992],
527,CNN,deltas,full-head,False,surprise,False,5,78,0.0,,0.0,,0.0,,[0.84108792],
528,CNN,deltas,full-head,False,surprise,False,6,78,0.0,,0.0,,0.0,,[0.76217765],
529,CNN,deltas,full-head,False,surprise,False,7,78,0.0,,0.0,,0.0,,[0.96684945],
530,CNN,deltas,full-head,False,surprise,False,average,78,0.125,0.33071891388307384,0.00020868113522537563,0.0005521183871169847,0.0004166666666666667,0.0011023963796102463,0.8165371325474015,0.13987588697367762
531,CNN,deltas,hands,False,surprise,False,0,78,0.0,,0.0,,0.0,,[0.80965732],
532,CNN,deltas,hands,False,surprise,False,1,78,0.0,,0.0,,0.0,,[0.7403567],
533,CNN,deltas,hands,False,surprise,False,2,78,0.0,,0.0,,0.0,,[0.89636504],
534,CNN,deltas,hands,False,surprise,False,3,78,0.0,,0.0,,0.0,,[0.5213106],
535,CNN,deltas,hands,False,surprise,False,4,78,0.0,,0.0,,0.0,,[1.],
536,CNN,deltas,hands,False,surprise,False,5,78,0.0,,0.0,,0.0,,[0.92234006],
537,CNN,deltas,hands,False,surprise,False,6,78,0.0,,0.0,,0.0,,[0.76217765],
538,CNN,deltas,hands,False,surprise,False,7,78,0.0,,0.0,,0.0,,[0.96759721],
539,CNN,deltas,hands,False,surprise,False,average,78,0.0,0.0,0.0,0.0,0.0,0.0,0.8274755730355159,0.14536668177921225
540,CNN,brute,full-head,False,happiness,False,0,52,0.4755747126436782,,0.2981981981981982,,0.36655592469545956,,[0.64361371],
541,CNN,brute,full-head,False,happiness,False,1,52,0.062146892655367235,,0.8642857142857143,,0.11595591758505032,,[0.61737868],
542,CNN,brute,full-head,False,happiness,False,2,52,0.04280821917808219,,0.022768670309653915,,0.029726516052318668,,[0.36890951],
543,CNN,brute,full-head,False,happiness,False,3,52,0.535796766743649,,0.6153846153846154,,0.5728395061728395,,[0.63132658],
544,CNN,brute,full-head,False,happiness,False,4,52,0.04826254826254826,,0.03164556962025317,,0.03822629969418961,,[0.6896892],
545,CNN,brute,full-head,False,happiness,False,5,52,0.3890675241157556,,0.11292580494633692,,0.17504520795660036,,[0.60981868],
546,CNN,brute,full-head,False,happiness,False,6,52,0.7052631578947368,,0.0968208092485549,,0.17026683608640406,,[0.53223496],
547,CNN,brute,full-head,False,happiness,False,7,52,0.4126315789473684,,0.5355191256830601,,0.4661117717003568,,[0.88808574],
548,CNN,brute,full-head,False,happiness,False,average,52,0.33394392505514825,0.2366853542996714,0.32219356345954836,0.2946539797847482,0.24184099749290233,0.18950405529954667,0.6226321326292481,0.1361142394116879
549,CNN,brute,hands,False,happiness,False,0,52,0.8333333333333334,,0.03153153153153153,,0.06076388888888888,,[0.66292835],
550,CNN,brute,hands,False,happiness,False,1,52,0.03767820773930754,,0.2642857142857143,,0.06595365418894832,,[0.7826628],
551,CNN,brute,hands,False,happiness,False,2,52,0.03333333333333333,,0.010018214936247723,,0.015406162464985993,,[0.45630317],
552,CNN,brute,hands,False,happiness,False,3,52,0.3,,0.001989389920424403,,0.003952569169960474,,[0.59722962],
553,CNN,brute,hands,False,happiness,False,4,52,0.0,,0.0,,0.0,,[0.67069561],
554,CNN,brute,hands,False,happiness,False,5,52,0.5638297872340425,,0.049463369108726084,,0.09094809094809095,,[0.63752993],
555,CNN,brute,hands,False,happiness,False,6,52,0.13333333333333333,,0.002890173410404624,,0.005657708628005657,,[0.49641834],
556,CNN,brute,hands,False,happiness,False,7,52,0.11724806201550388,,0.33060109289617484,,0.17310443490701002,,[0.71186441],
557,CNN,brute,hands,False,happiness,False,average,52,0.25234450712360673,0.27995136083945654,0.08634743576115295,0.12402143054169135,0.051973313649486284,0.05585026296217342,0.6269540282811208,0.10113057271326645
558,CNN,brute,head,False,happiness,False,0,52,0.0,,0.0,,0.0,,[0.65420561],
559,CNN,brute,head,False,happiness,False,1,52,0.0,,0.0,,0.0,,[0.9709664],
560,CNN,brute,head,False,happiness,False,2,52,0.0,,0.0,,0.0,,[0.57540603],
561,CNN,brute,head,False,happiness,False,3,52,0.0,,0.0,,0.0,,[0.59829515],
562,CNN,brute,head,False,happiness,False,4,52,0.0,,0.0,,0.0,,[0.80044401],
563,CNN,brute,head,False,happiness,False,5,52,1.0,,0.0004666355576294914,,0.0009328358208955224,,[0.63359562],
564,CNN,brute,head,False,happiness,False,6,52,0.0,,0.0,,0.0,,[0.50429799],
565,CNN,brute,head,False,happiness,False,7,52,0.0,,0.0,,0.0,,[0.90877368],
566,CNN,brute,head,False,happiness,False,average,52,0.125,0.33071891388307384,5.832944470368642e-05,0.0001543252047984479,0.0001166044776119403,0.00030850644951779273,0.7057480619836184,0.15712550460578392
567,CNN,brute,full,False,happiness,False,0,52,0.1721311475409836,,0.03783783783783784,,0.0620384047267356,,[0.60436137],
568,CNN,brute,full,False,happiness,False,1,52,0.02810077519379845,,0.20714285714285716,,0.04948805460750853,,[0.76897553],
569,CNN,brute,full,False,happiness,False,2,52,0.07240704500978473,,0.033697632058287796,,0.04599129894344313,,[0.40641918],
570,CNN,brute,full,False,happiness,False,3,52,0.7044989775051125,,0.45689655172413796,,0.5543041029766694,,[0.70484816],
571,CNN,brute,full,False,happiness,False,4,52,0.0,,0.0,,0.0,,[0.73828318],
572,CNN,brute,full,False,happiness,False,5,52,0.7178217821782178,,0.1353243117125525,,0.22771888496270123,,[0.66353062],
573,CNN,brute,full,False,happiness,False,6,52,0.9642857142857143,,0.07803468208092486,,0.1443850267379679,,[0.54154728],
574,CNN,brute,full,False,happiness,False,7,52,0.2822966507177033,,0.16120218579234974,,0.20521739130434782,,[0.88609172],
575,CNN,brute,full,False,happiness,False,average,52,0.36769276155391434,0.34914235788417536,0.1387670072936185,0.13718956855736758,0.1611428955324217,0.16686330907703578,0.6642571301003397,0.1380353958176277
576,CNN,brute,full-hh,False,happiness,False,0,52,0.5789473684210527,,0.16846846846846847,,0.2609909281228192,,[0.67009346],
577,CNN,brute,full-hh,False,happiness,False,1,52,0.05279126213592233,,0.6214285714285714,,0.09731543624161074,,[0.66528411],
578,CNN,brute,full-hh,False,happiness,False,2,52,0.08080808080808081,,0.051001821493624776,,0.06253489670575098,,[0.35073473],
579,CNN,brute,full-hh,False,happiness,False,3,52,0.5241635687732342,,0.3740053050397878,,0.43653250773993807,,[0.61214704],
580,CNN,brute,full-hh,False,happiness,False,4,52,0.011075949367088608,,0.008860759493670886,,0.009845288326300983,,[0.6526887],
581,CNN,brute,full-hh,False,happiness,False,5,52,0.5020491803278688,,0.11432571161922539,,0.18624097301406312,,[0.63376668],
582,CNN,brute,full-hh,False,happiness,False,6,52,0.896551724137931,,0.03757225433526012,,0.07212205270457699,,[0.52077364],
583,CNN,brute,full-hh,False,happiness,False,7,52,0.5573770491803278,,0.5573770491803278,,0.5573770491803278,,[0.91924227],
584,CNN,brute,full-hh,False,happiness,False,average,52,0.40047052289393825,0.29641218619241244,0.2416299926323671,0.2278117512822118,0.21036989150442348,0.18325776500298177,0.6280913292191709,0.14885042289826497
585,CNN,brute,full-head,False,sadness,False,0,90,0.0,,0.0,,0.0,,[0.64485981],
586,CNN,brute,full-head,False,sadness,False,1,90,0.34309623430962344,,0.04025527736867943,,0.07205623901581723,,[0.56200747],
587,CNN,brute,full-head,False,sadness,False,2,90,0.0,,0.0,,0.0,,[0.9682908],
588,CNN,brute,full-head,False,sadness,False,3,90,0.3612565445026178,,0.17624521072796934,,0.23690987124463517,,[0.76318594],
589,CNN,brute,full-head,False,sadness,False,4,90,0.4452054794520548,,0.08643617021276596,,0.1447661469933185,,[0.43167242],
590,CNN,brute,full-head,False,sadness,False,5,90,0.216255442670537,,0.12778730703259006,,0.16064690026954176,,[0.46732809],
591,CNN,brute,full-head,False,sadness,False,6,90,0.0,,0.0,,0.0,,[0.87034384],
592,CNN,brute,full-head,False,sadness,False,7,90,0.011954992967651195,,0.03711790393013101,,0.018085106382978725,,[0.53988036],
593,CNN,brute,full-head,False,sadness,False,average,90,0.17222108673781053,0.17890561494885254,0.05848023365901697,0.06174737441981641,0.07905803298828643,0.08544643277283813,0.655946089851333,0.18142493232416948
594,CNN,brute,hands,False,sadness,False,0,90,0.5601577909270217,,0.4057142857142857,,0.47058823529411764,,[0.80093458],
595,CNN,brute,hands,False,sadness,False,1,90,0.1518987341772152,,0.005891016200294551,,0.011342155009451795,,[0.56615512],
596,CNN,brute,hands,False,sadness,False,2,90,0.0,,0.0,,0.0,,[0.97718484],
597,CNN,brute,hands,False,sadness,False,3,90,0.10256410256410256,,0.010217113665389528,,0.018583042973286876,,[0.77490677],
598,CNN,brute,hands,False,sadness,False,4,90,0.15,,0.003989361702127659,,0.0077720207253886,,[0.43315244],
599,CNN,brute,hands,False,sadness,False,5,90,0.2968236582694414,,0.11620926243567753,,0.1670261941448382,,[0.53763257],
600,CNN,brute,hands,False,sadness,False,6,90,0.0,,0.0,,0.0,,[0.98567335],
601,CNN,brute,hands,False,sadness,False,7,90,0.1015161502966381,,0.33624454148471616,,0.1559493670886076,,[0.58449651],
602,CNN,brute,hands,False,sadness,False,average,90,0.17037005452930237,0.1717816711528856,0.10978319765031139,0.15608702323802398,0.10390762690446134,0.15322828584513443,0.7075170229475087,0.19449093089593628
603,CNN,brute,head,False,sadness,False,0,90,0.0,,0.0,,0.0,,[0.63333333],
604,CNN,brute,head,False,sadness,False,1,90,0.3946700507614213,,0.4580265095729013,,0.42399454669393316,,[0.47428453],
605,CNN,brute,head,False,sadness,False,2,90,0.0,,0.0,,0.0,,[0.75251353],
606,CNN,brute,head,False,sadness,False,3,90,0.34346103038309117,,0.33205619412515963,,0.33766233766233766,,[0.72828982],
607,CNN,brute,head,False,sadness,False,4,90,0.6509485094850949,,0.5323581560283688,,0.5857108022433553,,[0.58090775],
608,CNN,brute,head,False,sadness,False,5,90,0.5524193548387096,,0.058747855917667235,,0.1062015503875969,,[0.60554225],
609,CNN,brute,head,False,sadness,False,6,90,0.0,,0.0,,0.0,,[0.60601719],
610,CNN,brute,head,False,sadness,False,7,90,0.07537154989384288,,0.31004366812227074,,0.12126387702818105,,[0.48703888],
611,CNN,brute,head,False,sadness,False,average,90,0.25210881192027,0.2499602668704868,0.21140404797079596,0.20781597043672823,0.19685413925192552,0.21000465882274091,0.6084909116316797,0.09303832169632319
612,CNN,brute,full,False,sadness,False,0,90,0.0,,0.0,,0.0,,[0.62897196],
613,CNN,brute,full,False,sadness,False,1,90,0.40117994100294985,,0.06676485027000491,,0.11447811447811447,,[0.56366653],
614,CNN,brute,full,False,sadness,False,2,90,0.0,,0.0,,0.0,,[0.88321732],
615,CNN,brute,full,False,sadness,False,3,90,0.4355300859598854,,0.388250319284802,,0.41053342336259285,,[0.76744806],
616,CNN,brute,full,False,sadness,False,4,90,0.555333998005982,,0.24689716312056736,,0.34182264498312365,,[0.47089295],
617,CNN,brute,full,False,sadness,False,5,90,0.16317228805834094,,0.153516295025729,,0.15819708351745473,,[0.34827232],
618,CNN,brute,full,False,sadness,False,6,90,0.0,,0.0,,0.0,,[0.85458453],
619,CNN,brute,full,False,sadness,False,7,90,0.013285641287685232,,0.056768558951965066,,0.02153209109730849,,[0.41101695],
620,CNN,brute,full,False,sadness,False,average,90,0.19606274428935544,0.21745820185989118,0.11402464833163355,0.1317815538685132,0.13082041967982427,0.15291490344074593,0.616008826882092,0.1900406105811649
621,CNN,brute,full-hh,False,sadness,False,0,90,0.0,,0.0,,0.0,,[0.60685358],
622,CNN,brute,full-hh,False,sadness,False,1,90,0.4,,0.020618556701030927,,0.0392156862745098,,[0.57320614],
623,CNN,brute,full-hh,False,sadness,False,2,90,0.0,,0.0,,0.0,,[0.90100541],
624,CNN,brute,full-hh,False,sadness,False,3,90,0.40746054519368724,,0.36270753512132825,,0.3837837837837838,,[0.75705914],
625,CNN,brute,full-hh,False,sadness,False,4,90,0.5193798449612403,,0.17819148936170212,,0.2653465346534653,,[0.45091268],
626,CNN,brute,full-hh,False,sadness,False,5,90,0.27200971463266543,,0.19210977701543738,,0.22518220658456894,,[0.47263086],
627,CNN,brute,full-hh,False,sadness,False,6,90,0.0,,0.0,,0.0,,[0.78438395],
628,CNN,brute,full-hh,False,sadness,False,7,90,0.038376709307454786,,0.18995633187772926,,0.06385321100917431,,[0.36415753],
629,CNN,brute,full-hh,False,sadness,False,average,90,0.20465335176188099,0.20499317696399508,0.11794796125965348,0.1252147603709613,0.12217267778818777,0.13901960263438046,0.6137761613610375,0.17413625955970233
630,CNN,brute,full,False,anger,False,0,36,0.5986394557823129,,0.2838709677419355,,0.3851203501094092,,[0.73738318],
631,CNN,brute,full,False,anger,False,1,36,0.30451127819548873,,0.16418918918918918,,0.21334503950834063,,[0.62836997],
632,CNN,brute,full,False,anger,False,2,36,0.19718309859154928,,0.03409090909090909,,0.05813148788927335,,[0.47370456],
633,CNN,brute,full,False,anger,False,3,36,0.059322033898305086,,0.02247191011235955,,0.03259604190919674,,[0.77863612],
634,CNN,brute,full,False,anger,False,4,36,0.840531561461794,,0.19734789391575663,,0.31964624131396085,,[0.73433646],
635,CNN,brute,full,False,anger,False,5,36,0.05447070914696814,,0.06592039800995025,,0.05965109735509286,,[0.71416353],
636,CNN,brute,full,False,anger,False,6,36,0.19433198380566802,,0.39669421487603307,,0.26086956521739124,,[0.61031519],
637,CNN,brute,full,False,anger,False,7,36,0.5413533834586466,,0.02553191489361702,,0.048763968845242124,,[0.29985045],
638,CNN,brute,full,False,anger,False,average,36,0.3487929380425916,0.26470107085561423,0.1487646747287188,0.12916580155171642,0.17226547401848838,0.1308793534085497,0.6220949320472198,0.15203233936852542
639,CNN,brute,head,False,anger,False,0,36,0.0,,0.0,,0.0,,[0.67819315],
640,CNN,brute,head,False,anger,False,1,36,0.27380952380952384,,0.046621621621621624,,0.07967667436489607,,[0.66943177],
641,CNN,brute,head,False,anger,False,2,36,0.2692307692307692,,0.017045454545454544,,0.03206106870229008,,[0.50966744],
642,CNN,brute,head,False,anger,False,3,36,0.22211981566820277,,0.3868378812199037,,0.2822014051522248,,[0.67341502],
643,CNN,brute,head,False,anger,False,4,36,0.47277227722772275,,0.29797191887675506,,0.3655502392344497,,[0.67291564],
644,CNN,brute,head,False,anger,False,5,36,0.0,,0.0,,0.0,,[0.80858707],
645,CNN,brute,head,False,anger,False,6,36,0.30494505494505497,,0.45867768595041325,,0.36633663366336633,,[0.72492837],
646,CNN,brute,head,False,anger,False,7,36,0.6652236652236653,,0.16347517730496453,,0.2624537432393965,,[0.35418744],
647,CNN,brute,head,False,anger,False,average,36,0.27601263826311734,0.2080738752577648,0.1713287174398891,0.17434737298566735,0.17353497054457795,0.15116642464819796,0.6364157366135178,0.1316871278347298
648,CNN,brute,full-head,False,anger,False,0,36,0.3427230046948357,,0.15698924731182795,,0.21533923303834807,,[0.66853583],
649,CNN,brute,full-head,False,anger,False,1,36,0.5347432024169184,,0.1195945945945946,,0.19547211485367205,,[0.69784322],
650,CNN,brute,full-head,False,anger,False,2,36,0.28,,0.022727272727272728,,0.042042042042042045,,[0.50657386],
651,CNN,brute,full-head,False,anger,False,3,36,0.03257328990228013,,0.016051364365971106,,0.02150537634408602,,[0.7575919],
652,CNN,brute,full-head,False,anger,False,4,36,0.7391304347826086,,0.14586583463338534,,0.24364820846905538,,[0.71361618],
653,CNN,brute,full-head,False,anger,False,5,36,0.05733558178752108,,0.04228855721393035,,0.048675733715103794,,[0.77266507],
654,CNN,brute,full-head,False,anger,False,6,36,0.127208480565371,,0.1487603305785124,,0.13714285714285715,,[0.67550143],
655,CNN,brute,full-head,False,anger,False,7,36,0.6147540983606558,,0.026595744680851064,,0.05098572399728076,,[0.30408774],
656,CNN,brute,full-head,False,anger,False,average,36,0.34105851156377387,0.24900021856221724,0.0848591182632932,0.059177951769965986,0.11935141120030567,0.08366133851528894,0.6370519033096094,0.1469854392640422
657,CNN,brute,full-hh,False,anger,False,0,36,0.7375643224699828,,0.46236559139784944,,0.5684071381361533,,[0.79657321],
658,CNN,brute,full-hh,False,anger,False,1,36,0.542948038176034,,0.34594594594594597,,0.422616591002889,,[0.70987142],
659,CNN,brute,full-hh,False,anger,False,2,36,0.3170731707317073,,0.03165584415584415,,0.05756457564575645,,[0.50618716],
660,CNN,brute,full-hh,False,anger,False,3,36,0.03914590747330961,,0.01765650080256822,,0.024336283185840708,,[0.76505061],
661,CNN,brute,full-hh,False,anger,False,4,36,0.7005494505494505,,0.19890795631825273,,0.30984204131227217,,[0.71978293],
662,CNN,brute,full-hh,False,anger,False,5,36,0.08703703703703704,,0.05845771144278607,,0.06994047619047619,,[0.78617858],
663,CNN,brute,full-hh,False,anger,False,6,36,0.20087336244541484,,0.38016528925619836,,0.2628571428571429,,[0.63037249],
