,model,feats,body_part,interp,emotion,shuffle,fold,epoch,p,p_std,r,r_std,f,f_std,acc,acc_std
39,CNN,deltas,full-hh,True,happiness,False,3,37,0.5194805194805194,,0.10610079575596817,,0.1762114537444934,,[0.60149174],
40,CNN,deltas,full-hh,True,happiness,False,4,37,0.005917159763313609,,0.0012658227848101266,,0.0020855057351407717,,[0.76393685],
41,CNN,deltas,full-hh,True,happiness,False,5,37,0.6353846153846154,,0.19272048530097993,,0.2957393483709273,,[0.66353062],
42,CNN,deltas,full-hh,True,happiness,False,6,37,0.0,,0.0,,0.0,,[0.50429799],
43,CNN,deltas,full-hh,True,happiness,False,7,37,0.5434782608695652,,0.06830601092896176,,0.12135922330097089,,[0.90977069],
44,CNN,deltas,full-hh,True,happiness,False,average,37,0.21666629036748428,0.2725500075057203,0.04661835610408135,0.06680236264363724,0.07540869336244549,0.10477051163551715,0.6968165075894671,0.15987472559587687
45,CNN,deltas,full-head,True,sadness,False,0,43,0.0,,0.0,,0.0,,[0.73239875],
46,CNN,deltas,full-head,True,sadness,False,1,43,0.25,,0.005400098183603338,,0.010571840461316675,,[0.57299876],
47,CNN,deltas,full-head,True,sadness,False,2,43,0.0,,0.0,,0.0,,[0.90641918],
48,CNN,deltas,full-head,True,sadness,False,3,43,0.1715210355987055,,0.06768837803320563,,0.09706959706959709,,[0.73734683],
49,CNN,deltas,full-head,True,sadness,False,4,43,0.4845360824742268,,0.020833333333333332,,0.03994900127496812,,[0.44277257],
50,CNN,deltas,full-head,True,sadness,False,5,43,0.31149301825993553,,0.24871355060034306,,0.27658559847401043,,[0.48101266],
