,model,feats,body_part,interp,emotion,fold,epoch,p,p_std,r,r_std,f,f_std,acc,acc_std
242,BiLSTM,deltas-noatt,full-head,True,anger,average,55,0.3328444905638498,0.1658725107828354,0.3660359569912968,0.09848627666527818,0.31366620229732023,0.08966115263501766,0.5508678535646301,0.11520406771949766
243,BiLSTM,deltas-noatt,full,True,anger,0,55,0.33047210300429186,,0.16559139784946236,,0.22063037249283668,,[0.66105919],
244,BiLSTM,deltas-noatt,full,True,anger,1,55,0.42901234567901236,,0.18783783783783783,,0.26127819548872183,,[0.67399419],
245,BiLSTM,deltas-noatt,full,True,anger,2,55,0.6122715404699739,,0.3806818181818182,,0.4694694694694695,,[0.59010054],
246,BiLSTM,deltas-noatt,full,True,anger,3,55,0.20421052631578948,,0.46709470304975925,,0.28417968750000006,,[0.60948322],
247,BiLSTM,deltas-noatt,full,True,anger,4,55,0.3294010889292196,,0.2831513260530421,,0.3045302013422819,,[0.59102121],
248,BiLSTM,deltas-noatt,full,True,anger,5,55,0.12706887346502937,,0.2960199004975124,,0.17781098244303326,,[0.62350325],
249,BiLSTM,deltas-noatt,full,True,anger,6,55,0.24921630094043887,,0.6570247933884298,,0.36136363636363633,,[0.5974212],
250,BiLSTM,deltas-noatt,full,True,anger,7,55,0.6126126126126126,,0.12056737588652482,,0.20148148148148148,,[0.3282652],
251,BiLSTM,deltas-noatt,full,True,anger,average,55,0.361783173927046,0.16763047762147482,0.31974614409304836,0.16655307921543197,0.2850930033226826,0.08903189314803628,0.5843560017645555,0.10118849322622145
252,BiLSTM,deltas-noatt,full-hh,True,anger,0,55,0.5812324929971989,,0.44623655913978494,,0.5048661800486619,,[0.74641745],
253,BiLSTM,deltas-noatt,full-hh,True,anger,1,55,0.298776097912167,,0.28040540540540543,,0.289299407459045,,[0.57714641],
254,BiLSTM,deltas-noatt,full-hh,True,anger,2,55,0.6481481481481481,,0.3409090909090909,,0.44680851063829785,,[0.59783449],
255,BiLSTM,deltas-noatt,full-hh,True,anger,3,55,0.1742588575560376,,0.3868378812199037,,0.24027916251246256,,[0.59403303],
256,BiLSTM,deltas-noatt,full-hh,True,anger,4,55,0.3353884093711467,,0.4243369734789392,,0.3746556473829201,,[0.55204736],
257,BiLSTM,deltas-noatt,full-hh,True,anger,5,55,0.12058526740665994,,0.2972636815920398,,0.1715721464465183,,[0.60520014],
258,BiLSTM,deltas-noatt,full-hh,True,anger,6,55,0.2859960552268245,,0.5991735537190083,,0.38718291054739656,,[0.67120344],
259,BiLSTM,deltas-noatt,full-hh,True,anger,7,55,0.5305498981670062,,0.18475177304964538,,0.2740662809047869,,[0.31206381],
260,BiLSTM,deltas-noatt,full-hh,True,anger,average,55,0.37186690334814865,0.18082578578717953,0.36998936481422723,0.11728677497683923,0.33609128074251116,0.10435751302707591,0.5819932658832603,0.1171059275695683
261,BiLSTM,deltas-noatt,hands,True,happiness,0,67,0.6912442396313364,,0.13513513513513514,,0.2260738507912585,,[0.68006231],
262,BiLSTM,deltas-noatt,hands,True,happiness,1,67,0.006954102920723227,,0.03571428571428571,,0.011641443538998838,,[0.82393198],
263,BiLSTM,deltas-noatt,hands,True,happiness,2,67,0.12048192771084337,,0.04553734061930783,,0.06609385327164573,,[0.45359629],
264,BiLSTM,deltas-noatt,hands,True,happiness,3,67,0.5552763819095478,,0.14655172413793102,,0.23189926547743964,,[0.61001598],
265,BiLSTM,deltas-noatt,hands,True,happiness,4,67,0.09111111111111111,,0.05189873417721519,,0.06612903225806452,,[0.71435619],
266,BiLSTM,deltas-noatt,hands,True,happiness,5,67,0.25153374233128833,,0.11479234717685488,,0.15764178148029478,,[0.5502908],
267,BiLSTM,deltas-noatt,hands,True,happiness,6,67,0.5641025641025641,,0.031791907514450865,,0.060191518467852256,,[0.50787966],
268,BiLSTM,deltas-noatt,hands,True,happiness,7,67,0.041474654377880185,,0.04918032786885246,,0.045,,[0.80957129],
269,BiLSTM,deltas-noatt,hands,True,happiness,average,67,0.29027234051191186,0.25449773283229987,0.07632522529300415,0.0444183853750242,0.10808384316069428,0.07969130899961759,0.6437130606533538,0.12784651065772598
270,BiLSTM,deltas-noatt,head,True,happiness,0,67,0.4202586206896552,,0.17567567567567569,,0.2477763659466328,,[0.63115265],
271,BiLSTM,deltas-noatt,head,True,happiness,1,67,0.006279434850863423,,0.08571428571428572,,0.011701608971233545,,[0.57963501],
272,BiLSTM,deltas-noatt,head,True,happiness,2,67,0.05537459283387622,,0.015482695810564663,,0.024199288256227757,,[0.46983759],
273,BiLSTM,deltas-noatt,head,True,happiness,3,67,0.6705882352941176,,0.15119363395225463,,0.24675324675324675,,[0.62919552],
274,BiLSTM,deltas-noatt,head,True,happiness,4,67,0.06713286713286713,,0.12151898734177215,,0.08648648648648648,,[0.49975333],
275,BiLSTM,deltas-noatt,head,True,happiness,5,67,0.3944954128440367,,0.18058796080261316,,0.2477592829705506,,[0.59801574],
276,BiLSTM,deltas-noatt,head,True,happiness,6,67,1.0,,0.05202312138728324,,0.0989010989010989,,[0.53008596],
277,BiLSTM,deltas-noatt,head,True,happiness,7,67,0.11151736745886655,,0.16666666666666666,,0.13362541073384446,,[0.80284148],
278,BiLSTM,deltas-noatt,head,True,happiness,average,67,0.3407058163880353,0.3304046034214594,0.11860787841888949,0.05769373757252101,0.13715034862741515,0.09288624284651362,0.5925646585920512,0.09671061718428815
279,BiLSTM,deltas-noatt,full-head,True,happiness,0,67,0.6841317365269461,,0.4117117117117117,,0.5140607424071991,,[0.73084112],
280,BiLSTM,deltas-noatt,full-head,True,happiness,1,67,0.011185682326621925,,0.21428571428571427,,0.021261516654854717,,[0.42720863],
281,BiLSTM,deltas-noatt,full-head,True,happiness,2,67,0.14444444444444443,,0.08287795992714025,,0.10532407407407407,,[0.40216551],
282,BiLSTM,deltas-noatt,full-head,True,happiness,3,67,0.3587662337662338,,0.29310344827586204,,0.32262773722627736,,[0.50559403],
283,BiLSTM,deltas-noatt,full-head,True,happiness,4,67,0.1006896551724138,,0.09240506329113925,,0.09636963696369638,,[0.66230883],
284,BiLSTM,deltas-noatt,full-head,True,happiness,5,67,0.39521739130434785,,0.42417172188520763,,0.4091829844699527,,[0.55097503],
285,BiLSTM,deltas-noatt,full-head,True,happiness,6,67,0.5664739884393064,,0.1416184971098266,,0.22658959537572254,,[0.52077364],
286,BiLSTM,deltas-noatt,full-head,True,happiness,7,67,0.22655122655122656,,0.42896174863387976,,0.29650613786591123,,[0.81430708],
287,BiLSTM,deltas-noatt,full-head,True,happiness,average,67,0.3109325448164426,0.21876351726929943,0.2611419831400602,0.139268863873717,0.24899030312971104,0.15807415356168913,0.576771732800183,0.13656545620094493
288,BiLSTM,deltas-noatt,full-hh,True,happiness,0,67,0.7315950920245399,,0.4297297297297297,,0.5414301929625426,,[0.7482866],
289,BiLSTM,deltas-noatt,full-hh,True,happiness,1,67,0.005194805194805195,,0.08571428571428572,,0.009795918367346938,,[0.49688926],
290,BiLSTM,deltas-noatt,full-hh,True,happiness,2,67,0.2152917505030181,,0.09744990892531877,,0.1341692789968652,,[0.46597061],
291,BiLSTM,deltas-noatt,full-hh,True,happiness,3,67,0.2858575727181545,,0.1889920424403183,,0.22754491017964074,,[0.48454981],
292,BiLSTM,deltas-noatt,full-hh,True,happiness,4,67,0.21156558533145275,,0.189873417721519,,0.20013342228152103,,[0.70424272],
293,BiLSTM,deltas-noatt,full-hh,True,happiness,5,67,0.3132405976300876,,0.28371441903873074,,0.29774730656219395,,[0.50940814],
294,BiLSTM,deltas-noatt,full-hh,True,happiness,6,67,0.2716049382716049,,0.06358381502890173,,0.10304449648711941,,[0.4512894],
295,BiLSTM,deltas-noatt,full-hh,True,happiness,7,67,0.23088455772113944,,0.4207650273224044,,0.2981606969990319,,[0.81929212],
296,BiLSTM,deltas-noatt,full-hh,True,happiness,average,67,0.2831543624243503,0.191006839242328,0.21997783074015104,0.13589471300710187,0.22650327785453273,0.15033946221090838,0.584991084238881,0.13756295516512637
297,BiLSTM,deltas-noatt,full,True,happiness,0,67,0.7647814910025706,,0.536036036036036,,0.6302966101694915,,[0.78255452],
298,BiLSTM,deltas-noatt,full,True,happiness,1,67,0.015722120658135285,,0.30714285714285716,,0.029913043478260872,,[0.42160929],
299,BiLSTM,deltas-noatt,full,True,happiness,2,67,0.3412526997840173,,0.14389799635701275,,0.20243433696348495,,[0.51856148],
300,BiLSTM,deltas-noatt,full,True,happiness,3,67,0.5563380281690141,,0.41909814323607425,,0.4780635400907716,,[0.63239212],
301,BiLSTM,deltas-noatt,full,True,happiness,4,67,0.10762711864406779,,0.16075949367088607,,0.12893401015228426,,[0.57671436],
302,BiLSTM,deltas-noatt,full,True,happiness,5,67,0.5227388860500767,,0.4773681754549697,,0.49902439024390255,,[0.64864865],
303,BiLSTM,deltas-noatt,full,True,happiness,6,67,0.7465437788018433,,0.23410404624277456,,0.3564356435643564,,[0.58094556],
304,BiLSTM,deltas-noatt,full,True,happiness,7,67,0.08114374034003091,,0.28688524590163933,,0.12650602409638553,,[0.63858425],
305,BiLSTM,deltas-noatt,full,True,happiness,average,67,0.3920184829312195,0.2807193556289844,0.3206614992552812,0.13521405036609718,0.3064509498448672,0.20158590042111715,0.6000012773397839,0.09848325099248541
306,BiLSTM,deltas-noatt,hands,True,sadness,0,61,0.0,,0.0,,0.0,,[0.75514019],
307,BiLSTM,deltas-noatt,hands,True,sadness,1,61,0.46788990825688076,,0.07511045655375552,,0.12944162436548223,,[0.57320614],
308,BiLSTM,deltas-noatt,hands,True,sadness,2,61,0.0,,0.0,,0.0,,[0.82443929],
309,BiLSTM,deltas-noatt,hands,True,sadness,3,61,0.4065040650406504,,0.06385696040868455,,0.11037527593818985,,[0.78529568],
310,BiLSTM,deltas-noatt,hands,True,sadness,4,61,0.27058823529411763,,0.010195035460992909,,0.019649722340879968,,[0.43389245],
311,BiLSTM,deltas-noatt,hands,True,sadness,5,61,0.6357723577235772,,0.1676672384219554,,0.2653545978961656,,[0.62966131],
312,BiLSTM,deltas-noatt,hands,True,sadness,6,61,0.0,,0.0,,0.0,,[0.79154728],
313,BiLSTM,deltas-noatt,hands,True,sadness,7,61,0.06936936936936937,,0.16812227074235808,,0.09821428571428571,,[0.64755733],
314,BiLSTM,deltas-noatt,hands,True,sadness,average,61,0.23126549196057442,0.23412958279037446,0.060618995198468306,0.06782636927574427,0.07787943828187542,0.08722198728752355,0.6800924579069861,0.12529915644121964
315,BiLSTM,deltas-noatt,full-head,True,sadness,0,61,0.0,,0.0,,0.0,,[0.70186916],
316,BiLSTM,deltas-noatt,full-head,True,sadness,1,61,0.30158730158730157,,0.08394698085419734,,0.1313364055299539,,[0.53090004],
317,BiLSTM,deltas-noatt,full-head,True,sadness,2,61,0.0,,0.0,,0.0,,[0.75908739],
318,BiLSTM,deltas-noatt,full-head,True,sadness,3,61,0.26452905811623245,,0.1685823754789272,,0.2059282371294852,,[0.72882259],
319,BiLSTM,deltas-noatt,full-head,True,sadness,4,61,0.732,,0.324468085106383,,0.44963144963144963,,[0.55796744],
320,BiLSTM,deltas-noatt,full-head,True,sadness,5,61,0.23411371237458195,,0.09005145797598628,,0.130071229482812,,[0.51950051],
321,BiLSTM,deltas-noatt,full-head,True,sadness,6,61,0.0,,0.0,,0.0,,[0.75286533],
322,BiLSTM,deltas-noatt,full-head,True,sadness,7,61,0.006818181818181818,,0.026200873362445413,,0.010820559062218214,,[0.45314058],
323,BiLSTM,deltas-noatt,full-head,True,sadness,average,61,0.19238103173703724,0.23862275405282235,0.0866562215972424,0.10575206622433474,0.11597348510448988,0.14631342471805323,0.6255191304708418,0.11458009327174797
324,BiLSTM,deltas-noatt,head,True,sadness,0,61,0.0,,0.0,,0.0,,[0.69501558],
325,BiLSTM,deltas-noatt,head,True,sadness,1,61,0.4033898305084746,,0.11683848797250859,,0.1811952797868291,,[0.55391954],
326,BiLSTM,deltas-noatt,head,True,sadness,2,61,0.0,,0.0,,0.0,,[0.80355762],
327,BiLSTM,deltas-noatt,head,True,sadness,3,61,0.3617300131061599,,0.3524904214559387,,0.35705045278137126,,[0.73521577],
328,BiLSTM,deltas-noatt,head,True,sadness,4,61,0.484375,,0.041223404255319146,,0.07598039215686274,,[0.44203256],
329,BiLSTM,deltas-noatt,head,True,sadness,5,61,0.5970731707317073,,0.2624356775300172,,0.3646112600536194,,[0.63513514],
330,BiLSTM,deltas-noatt,head,True,sadness,6,61,0.0,,0.0,,0.0,,[0.82091691],
331,BiLSTM,deltas-noatt,head,True,sadness,7,61,0.01838235294117647,,0.07641921397379912,,0.029635901778154106,,[0.42871386],
332,BiLSTM,deltas-noatt,head,True,sadness,average,61,0.23311879591093979,0.23724206952392946,0.10617590064844784,0.12456218558677064,0.12605916081960458,0.14696178783125444,0.6393133698766056,0.14266983733251623
333,BiLSTM,deltas-noatt,full-hh,True,sadness,0,61,0.0,,0.0,,0.0,,[0.71028037],
334,BiLSTM,deltas-noatt,full-hh,True,sadness,1,61,0.23860182370820668,,0.07707412862052038,,0.11651205936920223,,[0.50622148],
335,BiLSTM,deltas-noatt,full-hh,True,sadness,2,61,0.0,,0.0,,0.0,,[0.79543697],
336,BiLSTM,deltas-noatt,full-hh,True,sadness,3,61,0.3164933135215453,,0.2720306513409962,,0.29258241758241754,,[0.725626],
337,BiLSTM,deltas-noatt,full-hh,True,sadness,4,61,0.7403560830860534,,0.22118794326241134,,0.34061433447098977,,[0.52343365],
338,BiLSTM,deltas-noatt,full-hh,True,sadness,5,61,0.10484780157835401,,0.03987993138936535,,0.05778191985088537,,[0.48118372],
339,BiLSTM,deltas-noatt,full-hh,True,sadness,6,61,0.0,,0.0,,0.0,,[0.78080229],
340,BiLSTM,deltas-noatt,full-hh,True,sadness,7,61,0.029611650485436892,,0.1331877729257642,,0.048451151707704525,,[0.40279163],
341,BiLSTM,deltas-noatt,full-hh,True,sadness,average,61,0.17873883404744956,0.24018620966616827,0.09292005344238219,0.09944942429882324,0.10699273537264993,0.1271339632470519,0.6157220130561508,0.14340351524773548
342,BiLSTM,deltas-noatt,full,True,sadness,0,61,0.0,,0.0,,0.0,,[0.7317757],
343,BiLSTM,deltas-noatt,full,True,sadness,1,61,0.3554913294797688,,0.18114874815905743,,0.23999999999999996,,[0.51534633],
344,BiLSTM,deltas-noatt,full,True,sadness,2,61,0.0,,0.0,,0.0,,[0.83488012],
345,BiLSTM,deltas-noatt,full,True,sadness,3,61,0.4158415841584158,,0.42911877394636017,,0.42237586423632933,,[0.75519446],
